,index_code,con_code,trade_date,weight
0,000905.SH,603786.SH,20220429,0.034
1,000905.SH,002013.SZ,20220429,0.359
2,000905.SH,002002.SZ,20220429,0.162
3,000905.SH,002701.SZ,20220429,0.163
4,000905.SH,300072.SZ,20220429,0.11
5,000905.SH,601228.SH,20220429,0.073
6,000905.SH,600663.SH,20220429,0.173
7,000905.SH,600522.SH,20220429,0.809
8,000905.SH,600409.SH,20220429,0.151
9,000905.SH,601000.SH,20220429,0.152
10,000905.SH,688289.SH,20220429,0.093
11,000905.SH,600705.SH,20220429,0.383
12,000905.SH,600556.SH,20220429,0.073
13,000905.SH,002233.SZ,20220429,0.136
14,000905.SH,688002.SH,20220429,0.178
15,000905.SH,300244.SZ,20220429,0.264
16,000905.SH,002603.SZ,20220429,0.387
17,000905.SH,002028.SZ,20220429,0.342
18,000905.SH,600801.SH,20220429,0.276
19,000905.SH,600157.SH,20220429,0.641
20,000905.SH,600446.SH,20220429,0.115
21,000905.SH,688005.SH,20220429,0.467
22,000905.SH,002212.SZ,20220429,0.204
23,000905.SH,002223.SZ,20220429,0.267
24,000905.SH,600095.SH,20220429,0.072
25,000905.SH,002563.SZ,20220429,0.098
26,000905.SH,002372.SZ,20220429,0.225
27,000905.SH,000930.SZ,20220429,0.171
28,000905.SH,601717.SH,20220429,0.199
29,000905.SH,300115.SZ,20220429,0.121
30,000905.SH,002244.SZ,20220429,0.191
31,000905.SH,601689.SH,20220429,0.431
32,000905.SH,600580.SH,20220429,0.187
33,000905.SH,300168.SZ,20220429,0.181
34,000905.SH,002532.SZ,20220429,0.178
35,000905.SH,000733.SZ,20220429,0.709
36,000905.SH,000400.SZ,20220429,0.177
37,000905.SH,300136.SZ,20220429,0.264
38,000905.SH,000559.SZ,20220429,0.127
39,000905.SH,600928.SH,20220429,0.092
40,000905.SH,002075.SZ,20220429,0.155
41,000905.SH,603515.SH,20220429,0.045
42,000905.SH,000898.SZ,20220429,0.155
43,000905.SH,000401.SZ,20220429,0.213
44,000905.SH,600820.SH,20220429,0.206
45,000905.SH,002409.SZ,20220429,0.239
46,000905.SH,600022.SH,20220429,0.165
47,000905.SH,300166.SZ,20220429,0.125
48,000905.SH,688521.SH,20220429,0.183
49,000905.SH,002078.SZ,20220429,0.37
50,000905.SH,600466.SH,20220429,0.049
51,000905.SH,603267.SH,20220429,0.306
52,000905.SH,002936.SZ,20220429,0.254
53,000905.SH,600155.SH,20220429,0.177
54,000905.SH,002939.SZ,20220429,0.143
55,000905.SH,002294.SZ,20220429,0.191
56,000905.SH,603218.SH,20220429,0.147
57,000905.SH,000717.SZ,20220429,0.083
58,000905.SH,001203.SZ,20220429,0.047
59,000905.SH,603893.SH,20220429,0.213
60,000905.SH,300088.SZ,20220429,0.28
61,000905.SH,600839.SH,20220429,0.182
62,000905.SH,601636.SH,20220429,0.333
63,000905.SH,002416.SZ,20220429,0.1
64,000905.SH,600141.SH,20220429,0.465
65,000905.SH,600126.SH,20220429,0.122
66,000905.SH,600315.SH,20220429,0.197
67,000905.SH,601156.SH,20220429,0.069
68,000905.SH,002124.SZ,20220429,0.181
69,000905.SH,000158.SZ,20220429,0.109
70,000905.SH,000878.SZ,20220429,0.199
71,000905.SH,601577.SH,20220429,0.167
72,000905.SH,002382.SZ,20220429,0.117
73,000905.SH,600271.SH,20220429,0.211
74,000905.SH,000402.SZ,20220429,0.143
75,000905.SH,300285.SZ,20220429,0.488
76,000905.SH,000685.SZ,20220429,0.126
77,000905.SH,600329.SH,20220429,0.105
78,000905.SH,002266.SZ,20220429,0.179
79,000905.SH,601958.SH,20220429,0.135
80,000905.SH,600153.SH,20220429,0.462
81,000905.SH,603868.SH,20220429,0.054
82,000905.SH,600895.SH,20220429,0.167
83,000905.SH,002867.SZ,20220429,0.103
84,000905.SH,600233.SH,20220429,0.457
85,000905.SH,002156.SZ,20220429,0.23
86,000905.SH,000636.SZ,20220429,0.249
87,000905.SH,600871.SH,20220429,0.068
88,000905.SH,600392.SH,20220429,0.412
89,000905.SH,600497.SH,20220429,0.339
90,000905.SH,002670.SZ,20220429,0.18
91,000905.SH,600803.SH,20220429,0.26
92,000905.SH,600256.SH,20220429,0.758
93,000905.SH,002281.SZ,20220429,0.118
94,000905.SH,600707.SH,20220429,0.114
95,000905.SH,002423.SZ,20220429,0.093
96,000905.SH,600390.SH,20220429,0.191
97,000905.SH,600623.SH,20220429,0.078
98,000905.SH,600835.SH,20220429,0.068
99,000905.SH,601975.SH,20220429,0.122
100,000905.SH,600906.SH,20220429,0.09
101,000905.SH,603127.SH,20220429,0.297
102,000905.SH,002004.SZ,20220429,0.147
103,000905.SH,600598.SH,20220429,0.186
104,000905.SH,601456.SH,20220429,0.125
105,000905.SH,600316.SH,20220429,0.178
106,000905.SH,603077.SH,20220429,0.364
107,000905.SH,000156.SZ,20220429,0.077
108,000905.SH,002080.SZ,20220429,0.254
109,000905.SH,002195.SZ,20220429,0.21
110,000905.SH,601016.SH,20220429,0.224
111,000905.SH,600729.SH,20220429,0.106
112,000905.SH,000690.SZ,20220429,0.171
113,000905.SH,601003.SH,20220429,0.042
114,000905.SH,601997.SH,20220429,0.293
115,000905.SH,002396.SZ,20220429,0.189
116,000905.SH,300474.SZ,20220429,0.232
117,000905.SH,300037.SZ,20220429,0.358
118,000905.SH,600348.SH,20220429,0.234
119,000905.SH,000967.SZ,20220429,0.079
120,000905.SH,000513.SZ,20220429,0.231
121,000905.SH,600038.SH,20220429,0.234
122,000905.SH,002690.SZ,20220429,0.114
123,000905.SH,002945.SZ,20220429,0.07
124,000905.SH,000519.SZ,20220429,0.324
125,000905.SH,000031.SZ,20220429,0.094
126,000905.SH,600160.SH,20220429,0.285
127,000905.SH,000825.SZ,20220429,0.252
128,000905.SH,002408.SZ,20220429,0.186
129,000905.SH,600959.SH,20220429,0.116
130,000905.SH,002926.SZ,20220429,0.205
131,000905.SH,002127.SZ,20220429,0.175
132,000905.SH,688029.SH,20220429,0.097
133,000905.SH,601869.SH,20220429,0.051
134,000905.SH,000959.SZ,20220429,0.104
135,000905.SH,600236.SH,20220429,0.251
136,000905.SH,000062.SZ,20220429,0.066
137,000905.SH,600529.SH,20220429,0.185
138,000905.SH,300315.SZ,20220429,0.158
139,000905.SH,000686.SZ,20220429,0.171
140,000905.SH,002500.SZ,20220429,0.201
141,000905.SH,603225.SH,20220429,0.135
142,000905.SH,601699.SH,20220429,0.345
143,000905.SH,600062.SH,20220429,0.292
144,000905.SH,600967.SH,20220429,0.134
145,000905.SH,002958.SZ,20220429,0.175
146,000905.SH,600823.SH,20220429,0.065
147,000905.SH,600376.SH,20220429,0.136
148,000905.SH,600060.SH,20220429,0.158
149,000905.SH,600418.SH,20220429,0.226
150,000905.SH,601992.SH,20220429,0.217
151,000905.SH,600566.SH,20220429,0.151
152,000905.SH,601880.SH,20220429,0.176
153,000905.SH,000999.SZ,20220429,0.269
154,000905.SH,688321.SH,20220429,0.104
155,000905.SH,603317.SH,20220429,0.088
156,000905.SH,603927.SH,20220429,0.14
157,000905.SH,002110.SZ,20220429,0.157
158,000905.SH,603719.SH,20220429,0.035
159,000905.SH,300618.SZ,20220429,0.207
160,000905.SH,002146.SZ,20220429,0.151
161,000905.SH,601866.SH,20220429,0.228
162,000905.SH,300363.SZ,20220429,0.447
163,000905.SH,000932.SZ,20220429,0.45
164,000905.SH,600066.SH,20220429,0.192
165,000905.SH,601118.SH,20220429,0.142
166,000905.SH,000975.SZ,20220429,0.289
167,000905.SH,600377.SH,20220429,0.075
168,000905.SH,002653.SZ,20220429,0.059
169,000905.SH,002440.SZ,20220429,0.133
170,000905.SH,603444.SH,20220429,0.271
171,000905.SH,600339.SH,20220429,0.089
172,000905.SH,000970.SZ,20220429,0.196
173,000905.SH,002468.SZ,20220429,0.095
174,000905.SH,688188.SH,20220429,0.139
175,000905.SH,603712.SH,20220429,0.158
176,000905.SH,600908.SH,20220429,0.157
177,000905.SH,002506.SZ,20220429,0.21
178,000905.SH,300383.SZ,20220429,0.227
179,000905.SH,000983.SZ,20220429,0.535
180,000905.SH,002268.SZ,20220429,0.351
181,000905.SH,600167.SH,20220429,0.116
182,000905.SH,600026.SH,20220429,0.204
183,000905.SH,003022.SZ,20220429,0.071
184,000905.SH,000009.SZ,20220429,0.432
185,000905.SH,002985.SZ,20220429,0.197
186,000905.SH,600717.SH,20220429,0.109
187,000905.SH,601828.SH,20220429,0.044
188,000905.SH,600177.SH,20220429,0.353
189,000905.SH,601611.SH,20220429,0.116
190,000905.SH,600171.SH,20220429,0.167
191,000905.SH,000553.SZ,20220429,0.078
192,000905.SH,603885.SH,20220429,0.134
193,000905.SH,600718.SH,20220429,0.15
194,000905.SH,300296.SZ,20220429,0.228
195,000905.SH,600208.SH,20220429,0.222
196,000905.SH,600764.SH,20220429,0.111
197,000905.SH,600511.SH,20220429,0.207
198,000905.SH,000623.SZ,20220429,0.251
199,000905.SH,600879.SH,20220429,0.236
200,000905.SH,300223.SZ,20220429,0.268
201,000905.SH,000012.SZ,20220429,0.144
202,000905.SH,002831.SZ,20220429,0.171
203,000905.SH,601200.SH,20220429,0.121
204,000905.SH,601718.SH,20220429,0.131
205,000905.SH,603355.SH,20220429,0.044
206,000905.SH,000778.SZ,20220429,0.215
207,000905.SH,601298.SH,20220429,0.07
208,000905.SH,603056.SH,20220429,0.079
209,000905.SH,600901.SH,20220429,0.11
210,000905.SH,601168.SH,20220429,0.425
211,000905.SH,002131.SZ,20220429,0.211
212,000905.SH,600563.SH,20220429,0.369
213,000905.SH,600500.SH,20220429,0.156
214,000905.SH,300017.SZ,20220429,0.219
215,000905.SH,000988.SZ,20220429,0.315
216,000905.SH,600765.SH,20220429,0.422
217,000905.SH,600642.SH,20220429,0.255
218,000905.SH,603866.SH,20220429,0.136
219,000905.SH,600732.SH,20220429,0.199
220,000905.SH,002183.SZ,20220429,0.144
221,000905.SH,601778.SH,20220429,0.127
222,000905.SH,603708.SH,20220429,0.055
223,000905.SH,600201.SH,20220429,0.175
224,000905.SH,603198.SH,20220429,0.258
225,000905.SH,601555.SH,20220429,0.51
226,000905.SH,001872.SZ,20220429,0.061
227,000905.SH,601665.SH,20220429,0.049
228,000905.SH,600037.SH,20220429,0.152
229,000905.SH,000547.SZ,20220429,0.215
230,000905.SH,603379.SH,20220429,0.063
231,000905.SH,000807.SZ,20220429,0.339
232,000905.SH,000090.SZ,20220429,0.162
233,000905.SH,000415.SZ,20220429,0.095
234,000905.SH,300182.SZ,20220429,0.185
235,000905.SH,002128.SZ,20220429,0.208
236,000905.SH,600968.SH,20220429,0.09
237,000905.SH,002191.SZ,20220429,0.168
238,000905.SH,002180.SZ,20220429,0.537
239,000905.SH,002373.SZ,20220429,0.176
240,000905.SH,002434.SZ,20220429,0.083
241,000905.SH,300630.SZ,20220429,0.128
242,000905.SH,600667.SH,20220429,0.182
243,000905.SH,002203.SZ,20220429,0.199
244,000905.SH,600120.SH,20220429,0.119
245,000905.SH,600166.SH,20220429,0.188
246,000905.SH,002030.SZ,20220429,0.329
247,000905.SH,002081.SZ,20220429,0.118
248,000905.SH,000598.SZ,20220429,0.166
249,000905.SH,300741.SZ,20220429,0.05
250,000905.SH,000877.SZ,20220429,0.132
251,000905.SH,300058.SZ,20220429,0.266
252,000905.SH,600903.SH,20220429,0.029
253,000905.SH,000723.SZ,20220429,0.498
254,000905.SH,002155.SZ,20220429,0.144
255,000905.SH,000718.SZ,20220429,0.099
256,000905.SH,002595.SZ,20220429,0.141
257,000905.SH,600657.SH,20220429,0.105
258,000905.SH,002739.SZ,20220429,0.237
259,000905.SH,300418.SZ,20220429,0.255
260,000905.SH,601598.SH,20220429,0.111
261,000905.SH,000027.SZ,20220429,0.207
262,000905.SH,000729.SZ,20220429,0.18
263,000905.SH,600158.SH,20220429,0.108
264,000905.SH,600755.SH,20220429,0.206
265,000905.SH,001914.SZ,20220429,0.144
266,000905.SH,601005.SH,20220429,0.23
267,000905.SH,002465.SZ,20220429,0.311
268,000905.SH,601179.SH,20220429,0.154
269,000905.SH,600787.SH,20220429,0.091
270,000905.SH,601991.SH,20220429,0.106
271,000905.SH,600546.SH,20220429,0.259
272,000905.SH,000750.SZ,20220429,0.238
273,000905.SH,603613.SH,20220429,0.431
274,000905.SH,000738.SZ,20220429,0.291
275,000905.SH,600008.SH,20220429,0.239
276,000905.SH,300271.SZ,20220429,0.106
277,000905.SH,600862.SH,20220429,0.331
278,000905.SH,000046.SZ,20220429,0.057
279,000905.SH,002038.SZ,20220429,0.136
280,000905.SH,600885.SH,20220429,0.469
281,000905.SH,601139.SH,20220429,0.069
282,000905.SH,002948.SZ,20220429,0.073
283,000905.SH,002430.SZ,20220429,0.187
284,000905.SH,002299.SZ,20220429,0.226
285,000905.SH,000728.SZ,20220429,0.343
286,000905.SH,002368.SZ,20220429,0.13
287,000905.SH,600021.SH,20220429,0.13
288,000905.SH,600728.SH,20220429,0.154
289,000905.SH,600027.SH,20220429,0.228
290,000905.SH,600639.SH,20220429,0.098
291,000905.SH,603858.SH,20220429,0.193
292,000905.SH,000883.SZ,20220429,0.149
293,000905.SH,600737.SH,20220429,0.143
294,000905.SH,000937.SZ,20220429,0.149
295,000905.SH,000629.SZ,20220429,0.249
296,000905.SH,002673.SZ,20220429,0.311
297,000905.SH,002705.SZ,20220429,0.101
298,000905.SH,300212.SZ,20220429,0.109
299,000905.SH,600597.SH,20220429,0.142
300,000905.SH,000739.SZ,20220429,0.204
301,000905.SH,603589.SH,20220429,0.343
302,000905.SH,600782.SH,20220429,0.204
303,000905.SH,300357.SZ,20220429,0.239
304,000905.SH,600297.SH,20220429,0.167
305,000905.SH,002399.SZ,20220429,0.082
306,000905.SH,600188.SH,20220429,0.577
307,000905.SH,600131.SH,20220429,0.11
308,000905.SH,600118.SH,20220429,0.2
309,000905.SH,601128.SH,20220429,0.413
310,000905.SH,002815.SZ,20220429,0.069
311,000905.SH,000960.SZ,20220429,0.334
312,000905.SH,688099.SH,20220429,0.498
313,000905.SH,600259.SH,20220429,0.124
314,000905.SH,600006.SH,20220429,0.069
315,000905.SH,600699.SH,20220429,0.195
316,000905.SH,600643.SH,20220429,0.107
317,000905.SH,600909.SH,20220429,0.229
318,000905.SH,603707.SH,20220429,0.175
319,000905.SH,000887.SZ,20220429,0.175
320,000905.SH,000830.SZ,20220429,0.387
321,000905.SH,600649.SH,20220429,0.098
322,000905.SH,601198.SH,20220429,0.248
323,000905.SH,002273.SZ,20220429,0.195
324,000905.SH,300253.SZ,20220429,0.254
325,000905.SH,002065.SZ,20220429,0.208
326,000905.SH,002901.SZ,20220429,0.029
327,000905.SH,603983.SH,20220429,0.02
328,000905.SH,002384.SZ,20220429,0.43
329,000905.SH,600572.SH,20220429,0.154
330,000905.SH,600536.SH,20220429,0.179
331,000905.SH,600056.SH,20220429,0.21
332,000905.SH,600398.SH,20220429,0.126
333,000905.SH,002946.SZ,20220429,0.037
334,000905.SH,002925.SZ,20220429,0.119
335,000905.SH,600325.SH,20220429,0.24
336,000905.SH,002508.SZ,20220429,0.273
337,000905.SH,000987.SZ,20220429,0.153
338,000905.SH,600863.SH,20220429,0.217
339,000905.SH,002221.SZ,20220429,0.155
340,000905.SH,600867.SH,20220429,0.268
341,000905.SH,600216.SH,20220429,0.159
342,000905.SH,002572.SZ,20220429,0.242
343,000905.SH,600528.SH,20220429,0.197
344,000905.SH,603228.SH,20220429,0.098
345,000905.SH,002424.SZ,20220429,0.087
346,000905.SH,000488.SZ,20220429,0.12
347,000905.SH,002019.SZ,20220429,0.163
348,000905.SH,600859.SH,20220429,0.241
349,000905.SH,000961.SZ,20220429,0.141
350,000905.SH,000540.SZ,20220429,0.167
351,000905.SH,601077.SH,20220429,0.446
352,000905.SH,601568.SH,20220429,0.052
353,000905.SH,000039.SZ,20220429,0.286
354,000905.SH,603568.SH,20220429,0.172
355,000905.SH,300463.SZ,20220429,0.153
356,000905.SH,002745.SZ,20220429,0.148
357,000905.SH,002153.SZ,20220429,0.15
358,000905.SH,600535.SH,20220429,0.178
359,000905.SH,603290.SH,20220429,0.328
360,000905.SH,600648.SH,20220429,0.094
361,000905.SH,001965.SZ,20220429,0.123
362,000905.SH,002422.SZ,20220429,0.27
363,000905.SH,000021.SZ,20220429,0.17
364,000905.SH,603456.SH,20220429,0.439
365,000905.SH,002092.SZ,20220429,0.248
366,000905.SH,688208.SH,20220429,0.141
367,000905.SH,002797.SZ,20220429,0.347
368,000905.SH,601928.SH,20220429,0.1
369,000905.SH,600733.SH,20220429,0.253
370,000905.SH,605358.SH,20220429,0.393
371,000905.SH,000709.SZ,20220429,0.184
372,000905.SH,600039.SH,20220429,0.279
373,000905.SH,002048.SZ,20220429,0.122
374,000905.SH,000758.SZ,20220429,0.106
375,000905.SH,002439.SZ,20220429,0.244
376,000905.SH,002375.SZ,20220429,0.058
377,000905.SH,002429.SZ,20220429,0.109
378,000905.SH,002249.SZ,20220429,0.176
379,000905.SH,600917.SH,20220429,0.039
380,000905.SH,002458.SZ,20220429,0.098
381,000905.SH,002056.SZ,20220429,0.231
382,000905.SH,600170.SH,20220429,0.268
383,000905.SH,603605.SH,20220429,0.377
384,000905.SH,000028.SZ,20220429,0.08
385,000905.SH,600299.SH,20220429,0.067
386,000905.SH,600739.SH,20220429,0.265
387,000905.SH,000581.SZ,20220429,0.19
388,000905.SH,300482.SZ,20220429,0.253
389,000905.SH,600998.SH,20220429,0.223
390,000905.SH,002507.SZ,20220429,0.346
391,000905.SH,000528.SZ,20220429,0.112
392,000905.SH,600567.SH,20220429,0.17
393,000905.SH,601860.SH,20220429,0.099
394,000905.SH,600811.SH,20220429,0.148
395,000905.SH,600776.SH,20220429,0.074
396,000905.SH,002557.SZ,20220429,0.301
397,000905.SH,003035.SZ,20220429,0.081
398,000905.SH,300724.SZ,20220429,0.23
399,000905.SH,600517.SH,20220429,0.15
400,000905.SH,601333.SH,20220429,0.131
401,000905.SH,300257.SZ,20220429,0.095
402,000905.SH,300308.SZ,20220429,0.319
403,000905.SH,600350.SH,20220429,0.065
404,000905.SH,002010.SZ,20220429,0.145
405,000905.SH,601106.SH,20220429,0.148
406,000905.SH,600195.SH,20220429,0.126
407,000905.SH,600380.SH,20220429,0.197
408,000905.SH,600875.SH,20220429,0.261
409,000905.SH,600266.SH,20220429,0.113
410,000905.SH,300699.SZ,20220429,0.288
411,000905.SH,002250.SZ,20220429,0.182
412,000905.SH,600482.SH,20220429,0.288
413,000905.SH,688088.SH,20220429,0.086
414,000905.SH,600415.SH,20220429,0.261
415,000905.SH,300070.SZ,20220429,0.19
416,000905.SH,600582.SH,20220429,0.139
417,000905.SH,600064.SH,20220429,0.174
418,000905.SH,600258.SH,20220429,0.246
419,000905.SH,300001.SZ,20220429,0.161
420,000905.SH,002185.SZ,20220429,0.357
421,000905.SH,000990.SZ,20220429,0.111
422,000905.SH,000656.SZ,20220429,0.266
423,000905.SH,603883.SH,20220429,0.108
424,000905.SH,603638.SH,20220429,0.12
425,000905.SH,600373.SH,20220429,0.129
426,000905.SH,300026.SZ,20220429,0.194
427,000905.SH,000630.SZ,20220429,0.48
428,000905.SH,002385.SZ,20220429,0.443
429,000905.SH,601872.SH,20220429,0.308
430,000905.SH,300751.SZ,20220429,0.516
431,000905.SH,002302.SZ,20220429,0.074
432,000905.SH,601615.SH,20220429,0.609
433,000905.SH,688536.SH,20220429,0.29
434,000905.SH,002444.SZ,20220429,0.198
435,000905.SH,601969.SH,20220429,0.057
436,000905.SH,002085.SZ,20220429,0.107
437,000905.SH,688065.SH,20220429,0.213
438,000905.SH,601098.SH,20220429,0.129
439,000905.SH,600507.SH,20220429,0.202
440,000905.SH,600372.SH,20220429,0.244
441,000905.SH,300009.SZ,20220429,0.181
442,000905.SH,002966.SZ,20220429,0.224
443,000905.SH,600673.SH,20220429,0.177
444,000905.SH,300133.SZ,20220429,0.092
445,000905.SH,600498.SH,20220429,0.17
446,000905.SH,000869.SZ,20220429,0.067
447,000905.SH,601608.SH,20220429,0.107
448,000905.SH,600282.SH,20220429,0.206
449,000905.SH,000563.SZ,20220429,0.108
450,000905.SH,002390.SZ,20220429,0.106
451,000905.SH,002340.SZ,20220429,0.601
452,000905.SH,601187.SH,20220429,0.032
453,000905.SH,300763.SZ,20220429,0.356
454,000905.SH,600307.SH,20220429,0.11
455,000905.SH,600808.SH,20220429,0.175
456,000905.SH,000997.SZ,20220429,0.182
457,000905.SH,600399.SH,20220429,0.354
458,000905.SH,600704.SH,20220429,0.287
459,000905.SH,600516.SH,20220429,0.301
460,000905.SH,600754.SH,20220429,0.457
461,000905.SH,603156.SH,20220429,0.217
462,000905.SH,000671.SZ,20220429,0.119
463,000905.SH,600985.SH,20220429,0.261
464,000905.SH,300869.SZ,20220429,0.059
465,000905.SH,600970.SH,20220429,0.161
466,000905.SH,300024.SZ,20220429,0.178
467,000905.SH,002683.SZ,20220429,0.167
468,000905.SH,000537.SZ,20220429,0.115
469,000905.SH,600486.SH,20220429,0.454
470,000905.SH,600956.SH,20220429,0.029
471,000905.SH,600549.SH,20220429,0.25
472,000905.SH,002174.SZ,20220429,0.124
473,000905.SH,600827.SH,20220429,0.167
474,000905.SH,002152.SZ,20220429,0.198
475,000905.SH,600298.SH,20220429,0.357
476,000905.SH,300146.SZ,20220429,0.318
477,000905.SH,002242.SZ,20220429,0.086
478,000905.SH,603650.SH,20220429,0.084
479,000905.SH,600521.SH,20220429,0.253
480,000905.SH,002511.SZ,20220429,0.154
481,000905.SH,600435.SH,20220429,0.133
482,000905.SH,000060.SZ,20220429,0.199
483,000905.SH,000089.SZ,20220429,0.122
484,000905.SH,600988.SH,20220429,0.455
485,000905.SH,300251.SZ,20220429,0.158
486,000905.SH,600884.SH,20220429,0.442
487,000905.SH,600637.SH,20220429,0.266
488,000905.SH,002387.SZ,20220429,0.091
489,000905.SH,600487.SH,20220429,0.355
490,000905.SH,688006.SH,20220429,0.099
491,000905.SH,002138.SZ,20220429,0.301
492,000905.SH,002505.SZ,20220429,0.156
493,000905.SH,000050.SZ,20220429,0.209
494,000905.SH,601117.SH,20220429,0.519
495,000905.SH,600369.SH,20220429,0.231
496,000905.SH,000998.SZ,20220429,0.32
497,000905.SH,603000.SH,20220429,0.095
498,000905.SH,300376.SZ,20220429,0.138
499,000905.SH,002353.SZ,20220429,0.333
500,000905.SH,600037.SH,20220331,0.143
501,000905.SH,300315.SZ,20220331,0.166
502,000905.SH,601139.SH,20220331,0.068
503,000905.SH,600598.SH,20220331,0.178
504,000905.SH,002384.SZ,20220331,0.423
505,000905.SH,300058.SZ,20220331,0.345
506,000905.SH,601869.SH,20220331,0.054
507,000905.SH,002127.SZ,20220331,0.177
508,000905.SH,001965.SZ,20220331,0.112
509,000905.SH,600266.SH,20220331,0.12
510,000905.SH,002078.SZ,20220331,0.304
511,000905.SH,002191.SZ,20220331,0.235
512,000905.SH,603444.SH,20220331,0.257
513,000905.SH,000402.SZ,20220331,0.121
514,000905.SH,600863.SH,20220331,0.166
515,000905.SH,300146.SZ,20220331,0.3
516,000905.SH,603198.SH,20220331,0.215
517,000905.SH,600022.SH,20220331,0.152
518,000905.SH,300751.SZ,20220331,0.449
519,000905.SH,600348.SH,20220331,0.24
520,000905.SH,002966.SZ,20220331,0.204
521,000905.SH,600536.SH,20220331,0.19
522,000905.SH,000998.SZ,20220331,0.338
523,000905.SH,600909.SH,20220331,0.231
524,000905.SH,002002.SZ,20220331,0.202
525,000905.SH,688002.SH,20220331,0.199
526,000905.SH,002195.SZ,20220331,0.216
527,000905.SH,600399.SH,20220331,0.385
528,000905.SH,000728.SZ,20220331,0.362
529,000905.SH,002690.SZ,20220331,0.12
530,000905.SH,600648.SH,20220331,0.085
531,000905.SH,603712.SH,20220331,0.177
532,000905.SH,600409.SH,20220331,0.165
533,000905.SH,603218.SH,20220331,0.166
534,000905.SH,300212.SZ,20220331,0.139
535,000905.SH,600580.SH,20220331,0.2
536,000905.SH,000967.SZ,20220331,0.08
537,000905.SH,603000.SH,20220331,0.101
538,000905.SH,603786.SH,20220331,0.036
539,000905.SH,002340.SZ,20220331,0.664
540,000905.SH,600642.SH,20220331,0.246
541,000905.SH,600060.SH,20220331,0.145
542,000905.SH,002221.SZ,20220331,0.175
543,000905.SH,300618.SZ,20220331,0.227
544,000905.SH,600903.SH,20220331,0.03
545,000905.SH,000671.SZ,20220331,0.175
546,000905.SH,600597.SH,20220331,0.131
547,000905.SH,600549.SH,20220331,0.261
548,000905.SH,000012.SZ,20220331,0.169
549,000905.SH,600158.SH,20220331,0.116
550,000905.SH,600717.SH,20220331,0.103
551,000905.SH,002128.SZ,20220331,0.221
552,000905.SH,002382.SZ,20220331,0.154
553,000905.SH,300024.SZ,20220331,0.189
554,000905.SH,000961.SZ,20220331,0.139
555,000905.SH,600970.SH,20220331,0.176
556,000905.SH,002815.SZ,20220331,0.07
557,000905.SH,603885.SH,20220331,0.134
558,000905.SH,601555.SH,20220331,0.501
559,000905.SH,603379.SH,20220331,0.063
560,000905.SH,688006.SH,20220331,0.114
561,000905.SH,600859.SH,20220331,0.194
562,000905.SH,601106.SH,20220331,0.139
563,000905.SH,002945.SZ,20220331,0.065
564,000905.SH,600637.SH,20220331,0.264
565,000905.SH,002739.SZ,20220331,0.226
566,000905.SH,601077.SH,20220331,0.408
567,000905.SH,600764.SH,20220331,0.126
568,000905.SH,002505.SZ,20220331,0.179
569,000905.SH,000750.SZ,20220331,0.236
570,000905.SH,600376.SH,20220331,0.141
571,000905.SH,603883.SH,20220331,0.107
572,000905.SH,300482.SZ,20220331,0.248
573,000905.SH,600649.SH,20220331,0.099
574,000905.SH,002683.SZ,20220331,0.19
575,000905.SH,600835.SH,20220331,0.07
576,000905.SH,601718.SH,20220331,0.123
577,000905.SH,600901.SH,20220331,0.096
578,000905.SH,605358.SH,20220331,0.404
579,000905.SH,002185.SZ,20220331,0.39
580,000905.SH,002180.SZ,20220331,0.499
581,000905.SH,000778.SZ,20220331,0.198
582,000905.SH,300133.SZ,20220331,0.096
583,000905.SH,600755.SH,20220331,0.19
584,000905.SH,603613.SH,20220331,0.446
585,000905.SH,603456.SH,20220331,0.401
586,000905.SH,600233.SH,20220331,0.392
587,000905.SH,600820.SH,20220331,0.166
588,000905.SH,002266.SZ,20220331,0.189
589,000905.SH,603355.SH,20220331,0.04
590,000905.SH,600008.SH,20220331,0.23
591,000905.SH,600535.SH,20220331,0.23
592,000905.SH,002458.SZ,20220331,0.089
593,000905.SH,000959.SZ,20220331,0.115
594,000905.SH,000537.SZ,20220331,0.157
595,000905.SH,603267.SH,20220331,0.297
596,000905.SH,300182.SZ,20220331,0.201
597,000905.SH,603866.SH,20220331,0.127
598,000905.SH,601958.SH,20220331,0.106
599,000905.SH,600988.SH,20220331,0.4
600,000905.SH,600466.SH,20220331,0.058
601,000905.SH,002429.SZ,20220331,0.109
602,000905.SH,603719.SH,20220331,0.036
603,000905.SH,600811.SH,20220331,0.165
604,000905.SH,600056.SH,20220331,0.322
605,000905.SH,600528.SH,20220331,0.175
606,000905.SH,002423.SZ,20220331,0.092
607,000905.SH,600917.SH,20220331,0.037
608,000905.SH,603708.SH,20220331,0.052
609,000905.SH,600623.SH,20220331,0.079
610,000905.SH,688536.SH,20220331,0.329
611,000905.SH,600885.SH,20220331,0.408
612,000905.SH,002299.SZ,20220331,0.245
613,000905.SH,002092.SZ,20220331,0.27
614,000905.SH,600066.SH,20220331,0.189
615,000905.SH,601298.SH,20220331,0.065
616,000905.SH,002249.SZ,20220331,0.19
617,000905.SH,001872.SZ,20220331,0.058
618,000905.SH,000970.SZ,20220331,0.202
619,000905.SH,601997.SH,20220331,0.27
620,000905.SH,600188.SH,20220331,0.567
621,000905.SH,002028.SZ,20220331,0.332
